
                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 1 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 1/31/2022

Replication ended at time      : 525600.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
Implanr examination 1.Queue.WaitingTime     867.55     (Corr)     .00000     6084.5       2573    
normal crowns 3DP.Queue.WaitingTime             --         --         --         --          0
Batch 1.Queue.WaitingTime                   4930.9     658.12     .00000     18480.        440    
Batch 3.Queue.WaitingTime                       --         --         --         --          0
Photographing.Queue.WaitingTime             .00000     .00000     .00000     .00000       2664    
immediate fixtures 3DP.Queue.WaitingTime    29.615     (Insuf)    .00000     187.95         89    
Match 3.Queue1.WaitingTime                  16.751     2.6272     .00000     99.303       2096    
Match 3.Queue2.WaitingTime                  14.452     1.5766     .00000     49.114       2096    
immediate implant brush.Queue.WaitingTime   .39026     (Insuf)    .00000     9.6572         44    
aligners ultra sonic.Queue.WaitingTime      2.5897     (Corr)     .00000     92.369       2663    
join patient and crown.Queue.WaitingTime    367.33     (Corr)     .00000     2201.7       1055    
Hold 6.Queue.WaitingTime                    123.06     (Corr)     .44276     239.95       1059    
Hold 2.Queue.WaitingTime                    212.15     (Corr)     .05440     479.97      13422    
Hold 1.Queue.WaitingTime                    124.52     1.1901     .00703     239.93      12378    
aligners thermoforming.Queue.WaitingTime    4.1248     .27401     .00000     45.000       2663    
3DP dentures base.Queue.WaitingTime         12.928     2.1948     .00000     130.88        524    
3DP aligners.Queue.WaitingTime              21.989     (Corr)     .00000     238.19       2663    
Batch 8.Queue.WaitingTime                   750.73     16.058     .00000     2400.0       5248    
3DP crown.Queue.WaitingTime                 24.106     6.5031     .00000     186.40        328    
dentures post cure.Queue.WaitingTime        11.854     .32769     .00000     64.462       2096    
normal implant fixture polishing.Queue.Wai  6.5776     .46166     .00000     59.742       2975    
examination by orthodentics.Queue.WaitingT  40.995     2.4892     .00000     227.73       2661    
immediate crown polish.Queue.WaitingTime    14.021     (Corr)     .00000     40.527        440    
join patient and fixture.Queue.WaitingTime  366.39     (Corr)     .00000     2076.3       1920    
aligners post cure.Queue.WaitingTime        3.0952     .23844     .00000     65.000       2663    
immediate crowns 3DP.Queue.WaitingTime      42.677     (Insuf)    .00000     173.04         44    
restoration.Queue.WaitingTime               363.66     3.1703     .00000     783.57       5232    
normal sonication and acid etched.Queue.Wa  5.0588     1.5451     .00000     125.00        595    
Batch 6.Queue.WaitingTime                   310.30     26.017     .00000     3600.0       2096    
scanning process.Queue.WaitingTime          1.9231     (Corr)     .00000     34.798      12378    
crowns brush.Queue.WaitingTime              .30307     .26761     .00000     19.976        328    
implant post cure.Queue.WaitingTime         6.2914     (Insuf)    .00000     48.769         44    
Orthodentics Examination.Queue.WaitingTime  23.095     3.1491     .00000     212.53       2664    
Implant examinatio 3.Queue.WaitingTime      792.79     (Corr)     .00000     5753.5       1921    
Implant examinatio 2.Queue.WaitingTime      702.84     (Corr)     .00000     5836.9        447    
scanning2.Queue.WaitingTime                 2.0902     .19004     .00000     13.981       1848    
Match 1.Queue1.WaitingTime                  2704.3     449.82     .00000     13714.        440    
Match 1.Queue2.WaitingTime                  1.4800     (Corr)     .00000     85.243        440    
Denture installation.Queue.WaitingTime      70.385     3.8095     .00000     425.04       2092    
crowns polishing.Queue.WaitingTime          23.020     .33439     .00000     59.585       5248    
Restoration Examination.Queue.WaitingTime   .00161     .00136     .00000     2.1705       5249    
norma implant post cure.Queue.WaitingTime       --         --         --         --          0
3DP dentures teeth.Queue.WaitingTime        45.049     5.0282     .00000     178.71        524    
sonication and acid etched.Queue.WaitingTi  11.123     (Insuf)    .00000     115.00         89    
normal fixtures 3DP.Queue.WaitingTime       17.378     3.8723     .00000     217.18        596    
Batch 4.Queue.WaitingTime                   337.80     (Corr)     .00000     3360.0       2980    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Dentures revenue Value                       2.0735E+5 (Corr)     .00000      4.8369E+5  4.8369E+5
Restoration revenue Value                    1.0433E+5 (Corr)     .00000      2.0922E+5  2.0922E+5
Implant revenue Value                        1.2764E+5 (Corr)     .00000      3.2141E+5  3.2141E+5
Orthodontics revenue Value                   9.4441E+5 (Corr)     .00000      1.8815E+6  1.8815E+6
Entity 1.WIP                                2.0000     (Insuf)    .00000     2.0000     2.0000    
immediate implant 1.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
Implant type 2.WIP                          2026.4     (Corr)     .00000     3019.0     2958.0    
Implant type 1.WIP                          55.961     (Corr)     .00000     134.00     99.000    
patient.WIP                                 .31271      6.2745E-4 .00000     1.0000     .00000    
dentures_patient.WIP                        697.06     (Corr)     .00000     934.00     902.00    
Implant_patient.WIP                         175.90     (Corr)     .00000     254.00     231.00    
two stage implant 2.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
orthodontics_patient.WIP                    129.12     (Corr)     .00000     193.00     146.00    
restorative_patient.WIP                     152.42     (Corr)     .00000     235.00     183.00    
post curing machine.NumberBusy              .24013     (Corr)     .00000     1.0000     .00000    
post curing machine.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
post curing machine.Utilization             .24013     (Corr)     .00000     1.0000     .00000    
Restoration doctor 2.NumberBusy             .15214     .00756     .00000     1.0000     .00000    
Restoration doctor 2.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 2.Utilization            .15214     .00756     .00000     1.0000     .00000    
Restoration doctor 1.NumberBusy             .64514     .01269     .00000     1.0000     .00000    
Restoration doctor 1.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 1.Utilization            .64514     .01269     .00000     1.0000     .00000    
3DP.NumberBusy                              .69655     (Corr)     .00000     2.0000     1.0000    
3DP.NumberScheduled                         2.0000     (Insuf)    2.0000     2.0000     2.0000    
3DP.Utilization                             .34827     (Corr)     .00000     1.0000     .50000    
Scanner.NumberBusy                          .31621     (Corr)     .00000     1.0000     1.0000    
Scanner.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Scanner.Utilization                         .31621     (Corr)     .00000     1.0000     1.0000    
Denture doctor.NumberBusy                   .42945     (Corr)     .00000     1.0000     1.0000    
Denture doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Denture doctor.Utilization                  .42945     (Corr)     .00000     1.0000     1.0000    
orthodontist doctor.NumberBusy              .48126     .01714     .00000     1.0000     .00000    
orthodontist doctor.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
orthodontist doctor.Utilization             .48126     .01714     .00000     1.0000     .00000    
polisher.NumberBusy                         .06395     (Corr)     .00000     1.0000     .00000    
polisher.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
polisher.Utilization                        .06395     (Corr)     .00000     1.0000     .00000    
ultra sonic cleaner.NumberBusy              .15478     (Corr)     .00000     1.0000     .00000    
ultra sonic cleaner.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
ultra sonic cleaner.Utilization             .15478     (Corr)     .00000     1.0000     .00000    
photographer.NumberBusy                     .07595     .00308     .00000     1.0000     .00000    
photographer.NumberScheduled                1.0000     (Insuf)    1.0000     1.0000     1.0000    
photographer.Utilization                    .07595     .00308     .00000     1.0000     .00000    
Implant doctor.NumberBusy                   .82054     (Corr)     .00000     1.0000     1.0000    
Implant doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Implant doctor.Utilization                  .82054     (Corr)     .00000     1.0000     1.0000    
UV machine.NumberBusy                       .02989     (Corr)     .00000     1.0000     .00000    
UV machine.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
UV machine.Utilization                      .02989     (Corr)     .00000     1.0000     .00000    
Addmission Worker.NumberBusy                .31271      6.2745E-4 .00000     1.0000     .00000    
Addmission Worker.NumberScheduled           1.0000     (Insuf)    1.0000     1.0000     1.0000    
Addmission Worker.Utilization               .31271      6.2745E-4 .00000     1.0000     .00000    
brush.NumberBusy                            .08738     .00312     .00000     1.0000     .00000    
brush.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
brush.Utilization                           .08738     .00312     .00000     1.0000     .00000    
Thermoforming machine.NumberBusy            .22800     .00819     .00000     1.0000     .00000    
Thermoforming machine.NumberScheduled       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Thermoforming machine.Utilization           .22800     .00819     .00000     1.0000     .00000    
Admission.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Batch 2.Queue.NumberInQueue                 1.9108     .16089     .00000     5.0000     2.0000    
normal implant brush.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
Batch 7.Queue.NumberInQueue                 1.2374     (Corr)     .00000     4.0000     .00000    
sature.Queue.NumberInQueue                  1.0344     (Corr)     .00000     12.000     2.0000    
implant fixture polishing.Queue.NumberInQu  .00633     .00156     .00000     5.0000     .00000    
normal crown polish.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
sonication and immersion.Queue.NumberInQue   6.7723E-4 (Insuf)    .00000     1.0000     .00000    
Dentures polishing.Queue.NumberInQueue      .00107     (Insuf)    .00000     3.0000     .00000    
Dentures Examination.Queue.NumberInQueue    .14173     (Corr)     .00000     4.0000     .00000    
join patient crown and fixture.Queue.Numbe  .60601     .11897     .00000     10.000     .00000    
Hold for call.Queue.NumberInQueue           561.23     (Corr)     .00000     859.00     825.00    
normal sonication and immersion.Queue.Numb  .00186     (Insuf)    .00000     2.0000     .00000    
Match 6.Queue1.NumberInQueue                1.3609     (Corr)     .00000     41.000     .00000    
Match 6.Queue2.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
dentures UV curing.Queue.NumberInQueue      .04489     (Corr)     .00000     3.0000     .00000    
crowns post cure.Queue.NumberInQueue        .00186     (Insuf)    .00000     1.0000     .00000    
aligners brush.Queue.NumberInQueue          .00496      6.4849E-4 .00000     1.0000     .00000    
Implanr examination 1.Queue.NumberInQueue   4.3473     (Corr)     .00000     37.000     26.000    
normal crowns 3DP.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Batch 1.Queue.NumberInQueue                 4.1846     .32616     .00000     10.000     7.0000    
Batch 3.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Photographing.Queue.NumberInQueue           .00000     (Insuf)    .00000     .00000     .00000    
immediate fixtures 3DP.Queue.NumberInQueue  .00501     (Insuf)    .00000     1.0000     .00000    
Match 3.Queue1.NumberInQueue                .06680     (Corr)     .00000     4.0000     .00000    
Match 3.Queue2.NumberInQueue                .05763     (Corr)     .00000     4.0000     .00000    
immediate implant brush.Queue.NumberInQueu   3.2670E-5 (Insuf)    .00000     1.0000     .00000    
aligners ultra sonic.Queue.NumberInQueue    .01312     .00229     .00000     2.0000     .00000    
join patient and crown.Queue.NumberInQueue  .73733     (Corr)     .00000     13.000     .00000    
Hold 6.Queue.NumberInQueue                  .24796     (Corr)     .00000     5.0000     .00000    
Hold 2.Queue.NumberInQueue                  5.4177     (Corr)     .00000     41.000     .00000    
Hold 1.Queue.NumberInQueue                  2.9324     (Corr)     .00000     15.000     .00000    
aligners thermoforming.Queue.NumberInQueue  .02090     .00206     .00000     2.0000     .00000    
3DP dentures base.Queue.NumberInQueue       .01289     (Insuf)    .00000     1.0000     .00000    
3DP aligners.Queue.NumberInQueue            .11141     .01758     .00000     4.0000     .00000    
Batch 8.Queue.NumberInQueue                 7.4958     .11509     .00000     16.000     .00000    
3DP crown.Queue.NumberInQueue               .01504     (Insuf)    .00000     1.0000     .00000    
dentures post cure.Queue.NumberInQueue      .04727     (Corr)     .00000     4.0000     .00000    
normal implant fixture polishing.Queue.Num  .03723     (Corr)     .00000     6.0000     .00000    
examination by orthodentics.Queue.NumberIn  .20755     .01678     .00000     7.0000     .00000    
immediate crown polish.Queue.NumberInQueue  .01174     (Corr)     .00000     10.000     .00000    
join patient and fixture.Queue.NumberInQue  1.3384     (Corr)     .00000     17.000     .00000    
aligners post cure.Queue.NumberInQueue      .01568     .00143     .00000     2.0000     .00000    
immediate crowns 3DP.Queue.NumberInQueue    .00357     (Insuf)    .00000     1.0000     .00000    
restoration.Queue.NumberInQueue             3.6200     .09227     .00000     16.000     .00000    
normal sonication and acid etched.Queue.Nu  .00573     (Insuf)    .00000     2.0000     .00000    
Batch 6.Queue.NumberInQueue                 1.2374     (Corr)     .00000     4.0000     .00000    
scanning process.Queue.NumberInQueue        .04529     (Corr)     .00000     3.0000     .00000    
crowns brush.Queue.NumberInQueue             1.8913E-4 (Insuf)    .00000     1.0000     .00000    
implant post cure.Queue.NumberInQueue        5.2668E-4 (Insuf)    .00000     1.0000     .00000    
Orthodentics Examination.Queue.NumberInQue  .11706     .02113     .00000     4.0000     .00000    
Implant examinatio 3.Queue.NumberInQueue    2.9748     (Corr)     .00000     24.000     18.000    
Implant examinatio 2.Queue.NumberInQueue    .60606     (Corr)     .00000     7.0000     3.0000    
scanning2.Queue.NumberInQueue               .00735     .00111     .00000     2.0000     .00000    
Match 1.Queue1.NumberInQueue                2.3008     .26381     .00000     10.000     5.0000    
Match 1.Queue2.NumberInQueue                .00124     (Insuf)    .00000     5.0000     .00000    
Denture installation.Queue.NumberInQueue    .28015     (Corr)     .00000     9.0000     .00000    
crowns polishing.Queue.NumberInQueue        .22985     .00653     .00000     16.000     .00000    
Restoration Examination.Queue.NumberInQueu   1.6043E-5 (Insuf)    .00000     1.0000     .00000    
norma implant post cure.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures teeth.Queue.NumberInQueue      .04491     (Corr)     .00000     1.0000     .00000    
sonication and acid etched.Queue.NumberInQ  .00188     (Insuf)    .00000     1.0000     .00000    
normal fixtures 3DP.Queue.NumberInQueue     .01971     (Insuf)    .00000     2.0000     .00000    
Batch 4.Queue.NumberInQueue                 1.9152     .07383     .00000     5.0000     .00000    

                                             COUNTERS

Identifier                                    Count   Limit
_____________________________________________________________

immediate_implant_count                         440  Infinite
denture_count                                  2092  Infinite
restoration_count                              5232  Infinite
two_stage_count                                1055  Infinite
ortho_count                                    2661  Infinite

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Entity 1.NumberIn                           2.0000    
Entity 1.NumberOut                          .00000    
immediate implant 1.NumberIn                .00000    
immediate implant 1.NumberOut               .00000    
Implant type 2.NumberIn                     9260.0    
Implant type 2.NumberOut                    6302.0    
Implant type 1.NumberIn                     2354.0    
Implant type 1.NumberOut                    2255.0    
patient.NumberIn                            13142.    
patient.NumberOut                           13142.    
dentures_patient.NumberIn                   12059.    
dentures_patient.NumberOut                  11157.    
Implant_patient.NumberIn                    2599.0    
Implant_patient.NumberOut                   2368.0    
two stage implant 2.NumberIn                .00000    
two stage implant 2.NumberOut               .00000    
orthodontics_patient.NumberIn               7989.0    
orthodontics_patient.NumberOut              7843.0    
restorative_patient.NumberIn                16058.    
restorative_patient.NumberOut               15875.    
post curing machine.NumberSeized            5131.0    
post curing machine.ScheduledUtilization    .24013    
Restoration doctor 2.NumberSeized           2659.0    
Restoration doctor 2.ScheduledUtilization   .15214    
Restoration doctor 1.NumberSeized           7822.0    
Restoration doctor 1.ScheduledUtilization   .64514    
3DP.NumberSeized                            4768.0    
3DP.ScheduledUtilization                    .34827    
Scanner.NumberSeized                        14226.    
Scanner.ScheduledUtilization                .31621    
Denture doctor.NumberSeized                 4722.0    
Denture doctor.ScheduledUtilization         .42945    
orthodontist doctor.NumberSeized            5325.0    
orthodontist doctor.ScheduledUtilization    .48126    
polisher.NumberSeized                       11204.    
polisher.ScheduledUtilization               .06395    
ultra sonic cleaner.NumberSeized            4031.0    
ultra sonic cleaner.ScheduledUtilization    .15478    
photographer.NumberSeized                   2664.0    
photographer.ScheduledUtilization           .07595    
Implant doctor.NumberSeized                 10205.    
Implant doctor.ScheduledUtilization         .82054    
UV machine.NumberSeized                     2096.0    
UV machine.ScheduledUtilization             .02989    
Addmission Worker.NumberSeized              13142.    
Addmission Worker.ScheduledUtilization      .31271    
brush.NumberSeized                          3035.0    
brush.ScheduledUtilization                  .08738    
Thermoforming machine.NumberSeized          2663.0    
Thermoforming machine.ScheduledUtilization  .22800    
System.NumberOut                            11480.    


                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 3 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 1/31/2022

Replication ended at time      : 525600.0 Minutes 
Base Time Units: Minutes

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

tis_twostage_implant                         2.2828E+5 (Corr)      1.4780E+5  4.8489E+5   1111    
tis_immediate_implant                       37704.     (Corr)     792.62      2.9126E+5    470    
tis_ortho_patients                          866.66     7.5467     446.82     1386.3       2582    
tis_restoration                             1826.8     26.816     485.12     4064.0       5296    
tis_denture                                  1.0173E+5 804.29     81506.      1.2289E+5   2108    
Entity 1.VATime                                 --         --         --         --          0
Entity 1.NVATime                                --         --         --         --          0
Entity 1.WaitTime                               --         --         --         --          0
Entity 1.TranTime                               --         --         --         --          0
Entity 1.OtherTime                              --         --         --         --          0
Entity 1.TotalTime                              --         --         --         --          0
immediate implant 1.VATime                      --         --         --         --          0
immediate implant 1.NVATime                     --         --         --         --          0
immediate implant 1.WaitTime                    --         --         --         --          0
immediate implant 1.TranTime                    --         --         --         --          0
immediate implant 1.OtherTime                   --         --         --         --          0
immediate implant 1.TotalTime                   --         --         --         --          0
Implant type 2.VATime                       91751.     (Corr)     15000.      5.6742E+5   1111    
Implant type 2.NVATime                      .00000     .00000     .00000     .00000       1111    
Implant type 2.WaitTime                      2.0352E+5 (Corr)      1.3398E+5  3.3023E+5   1111    
Implant type 2.TranTime                     93.069     .83210     60.000     100.00       1111    
Implant type 2.OtherTime                    .00000     .00000     .00000     .00000       1111    
Implant type 2.TotalTime                     2.3850E+5 (Corr)      1.4870E+5  4.8922E+5   1111    
Implant type 1.VATime                       29470.     (Corr)     288.37      4.5486E+5    470    
Implant type 1.NVATime                      .00000     .00000     .00000     .00000        470    
Implant type 1.WaitTime                     21442.     (Corr)     1497.4     93076.        470    
Implant type 1.TranTime                     49.106     .49376     30.000     50.000        470    
Implant type 1.OtherTime                    .00000     .00000     .00000     .00000        470    
Implant type 1.TotalTime                    44211.     (Corr)     1131.1      2.9126E+5    470    
patient.VATime                                  --         --         --         --          0
patient.NVATime                                 --         --         --         --          0
patient.WaitTime                                --         --         --         --          0
patient.TranTime                                --         --         --         --          0
patient.OtherTime                               --         --         --         --          0
patient.TotalTime                               --         --         --         --          0
dentures_patient.VATime                      1.1781E+5 (Corr)     80959.      3.7470E+5   2108    
dentures_patient.NVATime                    .00000     .00000     .00000     .00000       2108    
dentures_patient.WaitTime                   2066.6     111.07     629.08     33123.       2108    
dentures_patient.TranTime                   48.235     (Corr)     30.000     50.000       2108    
dentures_patient.OtherTime                  .00000     .00000     .00000     .00000       2108    
dentures_patient.TotalTime                   1.0975E+5 (Corr)     81506.      2.5888E+5   2108    
Implant_patient.VATime                          --         --         --         --          0
Implant_patient.NVATime                         --         --         --         --          0
Implant_patient.WaitTime                        --         --         --         --          0
Implant_patient.TranTime                        --         --         --         --          0
Implant_patient.OtherTime                       --         --         --         --          0
Implant_patient.TotalTime                       --         --         --         --          0
two stage implant 2.VATime                      --         --         --         --          0
two stage implant 2.NVATime                     --         --         --         --          0
two stage implant 2.WaitTime                    --         --         --         --          0
two stage implant 2.TranTime                    --         --         --         --          0
two stage implant 2.OtherTime                   --         --         --         --          0
two stage implant 2.TotalTime                   --         --         --         --          0
orthodontics_patient.VATime                 14068.     (Corr)     270.45      2.5866E+5   2582    
orthodontics_patient.NVATime                .00000     .00000     .00000     .00000       2582    
orthodontics_patient.WaitTime               1690.7     82.122     378.59     29935.       2582    
orthodontics_patient.TranTime               48.551     (Corr)     30.000     50.000       2582    
orthodontics_patient.OtherTime              .00000     .00000     .00000     .00000       2582    
orthodontics_patient.TotalTime              14920.     (Corr)     484.26      2.5905E+5   2582    
restorative_patient.VATime                  7691.3     (Corr)     245.60      2.5880E+5   5296    
restorative_patient.NVATime                 .00000     .00000     .00000     .00000       5296    
restorative_patient.WaitTime                2829.6     86.132     709.81     47430.       5296    
restorative_patient.TranTime                49.225     (Corr)     30.000     50.000       5296    
restorative_patient.OtherTime               .00000     .00000     .00000     .00000       5296    
restorative_patient.TotalTime               9430.5     (Corr)     605.81      2.5930E+5   5296    
Admission.Queue.WaitingTime                 .00000     .00000     .00000     .00000      13142    
Batch 2.Queue.WaitingTime                   2040.7     302.65     .00000     14160.        475    
normal implant brush.Queue.WaitingTime          --         --         --         --          0
Batch 7.Queue.WaitingTime                   308.99     (Corr)     .00000     7680.0       2108    
sature.Queue.WaitingTime                    326.99     (Corr)     .00000     2221.0       1855    
implant fixture polishing.Queue.WaitingTim  7.8955     1.1593     .00000     46.592        475    
normal crown polish.Queue.WaitingTime           --         --         --         --          0
sonication and immersion.Queue.WaitingTime  4.1706     (Insuf)    .00000     45.293         95    
Dentures polishing.Queue.WaitingTime        .22400     .09131     .00000     33.000       2108    
Dentures Examination.Queue.WaitingTime      28.271     (Corr)     .00000     379.40       2611    
join patient crown and fixture.Queue.Waiti  750.10     70.954     .00000     2303.2        470    
Hold for call.Queue.WaitingTime             16703.     (Corr)     270.00      2.5920E+5  13501    
normal sonication and immersion.Queue.Wait  1.6535     .56675     .00000     69.526        610    
Match 6.Queue1.WaitingTime                  53.232     .14953     40.127     69.861      13501    
Match 6.Queue2.WaitingTime                  .00000     .00000     .00000     .00000      13501    
dentures UV curing.Queue.WaitingTime        11.335     .12136     .00000     29.384       2108    
crowns post cure.Queue.WaitingTime          2.3562     .84777     .00000     32.618        331    
aligners brush.Queue.WaitingTime            1.0275     .11979     .00000     21.502       2584    
Implanr examination 1.Queue.WaitingTime     878.15     (Corr)     .00000     6018.6       2618    
normal crowns 3DP.Queue.WaitingTime             --         --         --         --          0
Batch 1.Queue.WaitingTime                   4570.7     657.13     .00000     22560.        470    
Batch 3.Queue.WaitingTime                       --         --         --         --          0
Photographing.Queue.WaitingTime             .00000     .00000     .00000     .00000       2585    
immediate fixtures 3DP.Queue.WaitingTime    25.043     (Insuf)    .00000     203.62         95    
Match 3.Queue1.WaitingTime                  18.523     2.2432     .00000     92.814       2108    
Match 3.Queue2.WaitingTime                  13.194     1.0456     .00000     48.808       2108    
immediate implant brush.Queue.WaitingTime   1.0792     (Insuf)    .00000     20.460         47    
aligners ultra sonic.Queue.WaitingTime      2.7804     (Corr)     .00000     83.582       2584    
join patient and crown.Queue.WaitingTime    399.47     45.146     .00000     1953.8       1111    
Hold 6.Queue.WaitingTime                    118.96     4.8414     .05963     239.65       1116    
Hold 2.Queue.WaitingTime                    214.29     (Corr)     .02605     479.91      13508    
Hold 1.Queue.WaitingTime                    123.33     1.4722     .00850     239.97      12419    
aligners thermoforming.Queue.WaitingTime    3.9853     .27800     .00000     45.000       2584    
3DP dentures base.Queue.WaitingTime         15.223     2.9950     .00000     165.20        527    
3DP aligners.Queue.WaitingTime              22.915     (Corr)     .00000     259.26       2584    
Batch 8.Queue.WaitingTime                   752.26     17.526     .00000     2640.0       5296    
3DP crown.Queue.WaitingTime                 21.061     7.8422     .00000     203.10        331    
dentures post cure.Queue.WaitingTime        11.723     .30212     .00000     64.061       2108    
normal implant fixture polishing.Queue.Wai  6.6182     .41375     .00000     58.588       3050    
examination by orthodentics.Queue.WaitingT  40.499     1.9156     .00000     218.91       2582    
immediate crown polish.Queue.WaitingTime    14.300     .85421     .00000     38.371        470    
join patient and fixture.Queue.WaitingTime  385.63     (Corr)     .00000     2265.2       1934    
aligners post cure.Queue.WaitingTime        3.4057     .23891     .00000     40.806       2584    
immediate crowns 3DP.Queue.WaitingTime      25.502     (Insuf)    .00000     141.73         47    
restoration.Queue.WaitingTime               364.06     5.1434     .00000     787.97       5296    
normal sonication and acid etched.Queue.Wa  4.9344     1.5051     .00000     90.000        610    
Batch 6.Queue.WaitingTime                   308.99     (Corr)     .00000     7680.0       2108    
scanning process.Queue.WaitingTime          1.9901     (Corr)     .00000     42.279      12420    
crowns brush.Queue.WaitingTime              .29902     .14510     .00000     13.450        331    
implant post cure.Queue.WaitingTime         1.8126     (Insuf)    .00000     40.570         47    
Orthodentics Examination.Queue.WaitingTime  23.152     2.7672     .00000     234.14       2586    
Implant examinatio 3.Queue.WaitingTime      721.63     (Corr)     .00000     5431.9       1938    
Implant examinatio 2.Queue.WaitingTime      639.39     (Corr)     .00000     4577.2        476    
scanning2.Queue.WaitingTime                 1.9043     .18513     .00000     14.208       1855    
Match 1.Queue1.WaitingTime                  2540.9     416.69     .00000     13561.        470    
Match 1.Queue2.WaitingTime                  1.7484     1.5056     .00000     44.349        470    
Denture installation.Queue.WaitingTime      77.173     4.0561     .00000     337.91       2108    
crowns polishing.Queue.WaitingTime          22.832     .22891     .00000     59.049       5296    
Restoration Examination.Queue.WaitingTime    8.7319E-4  8.2982E-4 .00000     1.5096       5311    
norma implant post cure.Queue.WaitingTime       --         --         --         --          0
3DP dentures teeth.Queue.WaitingTime        50.063     4.0222     .00000     228.93        527    
sonication and acid etched.Queue.WaitingTi  14.421     (Insuf)    .00000     70.000         95    
normal fixtures 3DP.Queue.WaitingTime       15.541     3.9598     .00000     193.18        610    
Batch 4.Queue.WaitingTime                   328.88     (Corr)     .00000     2880.0       3050    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

Dentures revenue Value                       2.0785E+5 (Corr)     .00000      4.8589E+5  4.8589E+5
Restoration revenue Value                    1.0519E+5 (Corr)     .00000      2.1177E+5  2.1177E+5
Implant revenue Value                        1.3458E+5 (Corr)     .00000      3.3502E+5  3.3502E+5
Orthodontics revenue Value                   9.0624E+5 (Corr)     .00000      1.8249E+6  1.8249E+6
Entity 1.WIP                                2.0000     (Insuf)    .00000     2.0000     2.0000    
immediate implant 1.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
Implant type 2.WIP                          2085.6     (Corr)     .00000     2846.0     2810.0    
Implant type 1.WIP                          89.178     (Corr)     .00000     194.00     87.000    
patient.WIP                                 .31250      6.4166E-4 .00000     1.0000     .00000    
dentures_patient.WIP                        689.85     (Corr)     .00000     987.00     937.00    
Implant_patient.WIP                         158.33     (Corr)     .00000     236.00     221.00    
two stage implant 2.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
orthodontics_patient.WIP                    128.60     (Corr)     .00000     186.00     142.00    
restorative_patient.WIP                     132.11     (Corr)     .00000     195.00     137.00    
post curing machine.NumberBusy              .23642     (Corr)     .00000     1.0000     .00000    
post curing machine.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
post curing machine.Utilization             .23642     (Corr)     .00000     1.0000     .00000    
Restoration doctor 2.NumberBusy             .15728     .00805     .00000     1.0000     .00000    
Restoration doctor 2.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 2.Utilization            .15728     .00805     .00000     1.0000     .00000    
Restoration doctor 1.NumberBusy             .64999     .01097     .00000     1.0000     .00000    
Restoration doctor 1.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 1.Utilization            .64999     .01097     .00000     1.0000     .00000    
3DP.NumberBusy                              .68595     (Corr)     .00000     2.0000     .00000    
3DP.NumberScheduled                         2.0000     (Insuf)    2.0000     2.0000     2.0000    
