
                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 1 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 2/ 2/2022

Replication ended at time      : 26280.0 Hours 
Statistics were cleared at time: 2160.0 Hours (Tuesday, May 03, 2022, 00:00:00)
Statistics accumulated for time: 24120.0 Hours
Base Time Units: Hours

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
hold immediate implant crown.Queue.Waiting      --         --         --         --          0
hold immediate implant fixture.Queue.Waiti  1.0000     (Insuf)    1.0000     1.0000          5    
Dentures polishing.Queue.WaitingTime            --         --         --         --          0
Dentures Examination.Queue.WaitingTime      .04262     .00314     .00000     1.0799       7225    
join patient crown and fixture.Queue.Waiti      --         --         --         --          0
hold normal implant crown.Queue.WaitingTim      --         --         --         --          0
hold dentures base.Queue.WaitingTime            --         --         --         --          0
Hold 18.Queue.WaitingTime                       --         --         --         --          0
Hold for call.Queue.WaitingTime             12.412     .11502     2.9795     15.628       1139    
normal sonication and immersion.Queue.Wait  .01139     .00321     .00000     .39899       1165    
Hold 15.Queue.WaitingTime                   664.33     (Insuf)    567.00     835.00         36    
Match 6.Queue1.WaitingTime                  .88542     .00459     .66705     1.1568       1139    
Match 6.Queue2.WaitingTime                  .00000     .00000     .00000     .00000       1139    
dentures UV curing.Queue.WaitingTime            --         --         --         --          0
crowns post cure.Queue.WaitingTime              --         --         --         --          0
aligners brush.Queue.WaitingTime                --         --         --         --          0
Adjustable Batch 2.Queue.WaitingTime        7.5736     .12216     .00000     8.0000       5825    
Implanr examination 1.Queue.WaitingTime     .11717     .01038     .00000     2.8774       7327    
normal crowns 3DP.Queue.WaitingTime             --         --         --         --          0
Batch 1.Queue.WaitingTime                       --         --         --         --          0
Hold 19.Queue.WaitingTime                       --         --         --         --          0
Batch 3.Queue.WaitingTime                       --         --         --         --          0
Photographing.Queue.WaitingTime             .00000     .00000     .00000     .00000       7192    
immediate fixtures 3DP.Queue.WaitingTime    .00000     (Insuf)    .00000     .00000        288    
Match 3.Queue1.WaitingTime                      --         --         --         --          0
Match 3.Queue2.WaitingTime                      --         --         --         --          0
immediate implant brush.Queue.WaitingTime       --         --         --         --          0
aligners ultra sonic.Queue.WaitingTime          --         --         --         --          0
join patient and crown.Queue.WaitingTime        --         --         --         --          0
Hold 6.Queue.WaitingTime                    2.0616     .06928     .00330     3.9991       1053    
Hold 1.Queue.WaitingTime                    1.9799     (Corr)      1.2999E-5 3.9999      36118    
aligners thermoforming.Queue.WaitingTime        --         --         --         --          0
3DP dentures base.Queue.WaitingTime             --         --         --         --          0
3DP aligners.Queue.WaitingTime                  --         --         --         --          0
Batch 8.Queue.WaitingTime                       --         --         --         --          0
3DP crown.Queue.WaitingTime                     --         --         --         --          0
dentures post cure.Queue.WaitingTime            --         --         --         --          0
normal implant fixture polishing.Queue.Wai  .10000      1.2621E-4 .00000     .20000       5825    
examination by orthodentics.Queue.WaitingT      --         --         --         --          0
immediate crown polish.Queue.WaitingTime        --         --         --         --          0
join patient and fixture.Queue.WaitingTime  .05094     .00716     .00000     .50888       1139    
aligners post cure.Queue.WaitingTime            --         --         --         --          0
immediate crowns 3DP.Queue.WaitingTime          --         --         --         --          0
restoration.Queue.WaitingTime                   --         --         --         --          0
normal sonication and acid etched.Queue.Wa  .02897     .00794     .00000     .75000       1165    
Batch 6.Queue.WaitingTime                       --         --         --         --          0
hold normal implant fixture.Queue.WaitingT  1.0000     (Insuf)    1.0000     1.0000         16    
scanning process.Queue.WaitingTime          .02788      9.6359E-4 .00000     .59390      36111    
crowns brush.Queue.WaitingTime                  --         --         --         --          0
Hold 21.Queue.WaitingTime                       --         --         --         --          0
hold dentures teeth.Queue.WaitingTime           --         --         --         --          0
implant post cure.Queue.WaitingTime             --         --         --         --          0
Orthodentics Examination.Queue.WaitingTime  .08972     .00530     .00000     2.0234       7192    
Implant examinatio 3.Queue.WaitingTime      .09497     .01238     .00000     2.5399       5826    
Implant examinatio 2.Queue.WaitingTime      .09352     (Corr)     .00000     2.2660       1439    
scanning2.Queue.WaitingTime                 .02714     .00385     .00000     .22685       1138    
Match 1.Queue1.WaitingTime                      --         --         --         --          0
Match 1.Queue2.WaitingTime                      --         --         --         --          0
Denture installation.Queue.WaitingTime          --         --         --         --          0
hold crowns.Queue.WaitingTime                   --         --         --         --          0
hold aligners.Queue.WaitingTime                 --         --         --         --          0
Hold 20.Queue.WaitingTime                       --         --         --         --          0
crowns polishing.Queue.WaitingTime              --         --         --         --          0
Restoration Examination.Queue.WaitingTime   .00000     .00000     .00000     .00000      14439    
norma implant post cure.Queue.WaitingTime       --         --         --         --          0
3DP dentures teeth.Queue.WaitingTime            --         --         --         --          0
sonication and acid etched.Queue.WaitingTi  .09115     (Insuf)    .00000     .58333        288    
normal fixtures 3DP.Queue.WaitingTime       .00000     .00000     .00000     .00000       1165    
Batch 4.Queue.WaitingTime                   8.3124     .33161     .00000     56.000       5825    

                                     DISCRETE-CHANGE VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Final Value
___________________________________________________________________________________________________

total titanium Value                        8203.2     (Corr)     1044.0     15574.     15574.    
Dentures revenue Value                       1.8770E+5 (Corr)     29449.      3.4758E+5  3.4758E+5
teeth A2 resin inventory Value              80.000     (Insuf)    80.000     80.000     80.000    
Restoration revenue Value                   68765.     (Corr)     10808.      1.2623E+5  1.2623E+5
base LP resin inventory Value               150.00     (Insuf)    150.00     150.00     150.00    
Dentures base LP resin usage Value          4200.0     (Insuf)    4200.0     4200.0     4200.0    
Implant revenue Value                        1.5111E+5 (Corr)     19284.      2.8697E+5  2.8697E+5
resin inventory Value                       10.000     (Insuf)    10.000     10.000     10.000    
total resin Value                           990.00     (Insuf)    990.00     990.00     990.00    
Orthodontics revenue Value                   5.9520E+5 (Corr)     86914.      1.1028E+6  1.1028E+6
grey resin inventory Value                  40.000     (Insuf)    40.000     40.000     40.000    
total grey resin Value                      560.00     (Insuf)    560.00     560.00     560.00    
titanium inventory Value                    199.40     (Corr)     .00000     400.00     26.000    
Dentures teeth A2 resin usage Value         3920.0     (Insuf)    3920.0     3920.0     3920.0    
Entity 1.WIP                                6.0000     (Insuf)    6.0000     6.0000     6.0000    
immediate implant 1.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
Implant type 2.WIP                          8496.6     (Corr)     1049.0     16117.     16117.    
Implant type 1.WIP                          2424.0     (Corr)     318.00     4636.0     4635.0    
patient.WIP                                 .31255      4.1787E-4 .00000     1.0000     .00000    
dentures_patient.WIP                        11726.     (Corr)     960.00     22621.     22621.    
Implant_patient.WIP                         189.26     (Corr)     118.00     232.00     180.00    
two stage implant 2.WIP                     .00000     (Insuf)    .00000     .00000     .00000    
orthodontics_patient.WIP                    8394.2     (Corr)     1198.0     15581.     15581.    
restorative_patient.WIP                     17150.     (Corr)     2651.0     31528.     31528.    
post curing machine.NumberBusy              .00000     (Insuf)    .00000     .00000     .00000    
post curing machine.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
post curing machine.Utilization             .00000     (Insuf)    .00000     .00000     .00000    
Restoration doctor 2.NumberBusy             .14807     .00415     .00000     1.0000     1.0000    
Restoration doctor 2.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 2.Utilization            .14807     .00415     .00000     1.0000     1.0000    
Restoration doctor 1.NumberBusy             .15127     .00424     .00000     1.0000     .00000    
Restoration doctor 1.NumberScheduled        1.0000     (Insuf)    1.0000     1.0000     1.0000    
Restoration doctor 1.Utilization            .15127     .00424     .00000     1.0000     .00000    
3DP.NumberBusy                              .02671      8.1049E-4 .00000     2.0000     .00000    
3DP.NumberScheduled                         2.0000     (Insuf)    2.0000     2.0000     2.0000    
3DP.Utilization                             .01335      4.0525E-4 .00000     1.0000     .00000    
Scanner.NumberBusy                          .31371     (Corr)     .00000     1.0000     .00000    
Scanner.NumberScheduled                     1.0000     (Insuf)    1.0000     1.0000     1.0000    
Scanner.Utilization                         .31371     (Corr)     .00000     1.0000     .00000    
Denture doctor.NumberBusy                   .24979     .00476     .00000     1.0000     1.0000    
Denture doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Denture doctor.Utilization                  .24979     .00476     .00000     1.0000     1.0000    
orthodontist doctor.NumberBusy              .29808     .00781     .00000     1.0000     .00000    
orthodontist doctor.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
orthodontist doctor.Utilization             .29808     .00781     .00000     1.0000     .00000    
polisher.NumberBusy                         .01506      4.4932E-4 .00000     1.0000     .00000    
polisher.NumberScheduled                    1.0000     (Insuf)    1.0000     1.0000     1.0000    
polisher.Utilization                        .01506      4.4932E-4 .00000     1.0000     .00000    
ultra sonic cleaner.NumberBusy              .08032     .00240     .00000     1.0000     .00000    
ultra sonic cleaner.NumberScheduled         1.0000     (Insuf)    1.0000     1.0000     1.0000    
ultra sonic cleaner.Utilization             .08032     .00240     .00000     1.0000     .00000    
photographer.NumberBusy                     .07460     .00195     .00000     1.0000     1.0000    
photographer.NumberScheduled                1.0000     (Insuf)    1.0000     1.0000     1.0000    
photographer.Utilization                    .07460     .00195     .00000     1.0000     1.0000    
Implant doctor.NumberBusy                   .32186     .00782     .00000     1.0000     1.0000    
Implant doctor.NumberScheduled              1.0000     (Insuf)    1.0000     1.0000     1.0000    
Implant doctor.Utilization                  .32186     .00782     .00000     1.0000     1.0000    
UV machine.NumberBusy                       .00000     (Insuf)    .00000     .00000     .00000    
UV machine.NumberScheduled                  1.0000     (Insuf)    1.0000     1.0000     1.0000    
UV machine.Utilization                      .00000     (Insuf)    .00000     .00000     .00000    
Addmission Worker.NumberBusy                .31255      4.1787E-4 .00000     1.0000     .00000    
Addmission Worker.NumberScheduled           1.0000     (Insuf)    1.0000     1.0000     1.0000    
Addmission Worker.Utilization               .31255      4.1787E-4 .00000     1.0000     .00000    
brush.NumberBusy                            .00000     (Insuf)    .00000     .00000     .00000    
brush.NumberScheduled                       1.0000     (Insuf)    1.0000     1.0000     1.0000    
brush.Utilization                           .00000     (Insuf)    .00000     .00000     .00000    
Thermoforming machine.NumberBusy            .00000     (Insuf)    .00000     .00000     .00000    
Thermoforming machine.NumberScheduled       1.0000     (Insuf)    1.0000     1.0000     1.0000    
Thermoforming machine.Utilization           .00000     (Insuf)    .00000     .00000     .00000    
Admission.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
Batch 2.Queue.NumberInQueue                 2.0318     .08156     .00000     5.0000     .00000    
normal implant brush.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
Batch 7.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
sature.Queue.NumberInQueue                  .00533     .00110     .00000     2.0000     .00000    
implant fixture polishing.Queue.NumberInQu  .00597      3.4847E-4 .00000     4.0000     .00000    
normal crown polish.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
sonication and immersion.Queue.NumberInQue  .00000     (Insuf)    .00000     .00000     .00000    
hold immediate implant crown.Queue.NumberI  799.92     (Corr)     98.000     1537.0     1537.0    
hold immediate implant fixture.Queue.Numbe   2.0730E-4 (Insuf)    .00000     1.0000     .00000    
Dentures polishing.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
Dentures Examination.Queue.NumberInQueue    .01277     .00108     .00000     2.0000     .00000    
join patient crown and fixture.Queue.Numbe  .00000     (Insuf)    .00000     .00000     .00000    
hold normal implant crown.Queue.NumberInQu  481.87     (Corr)     .00000     1053.0     1053.0    
hold dentures base.Queue.NumberInQueue      3726.2     (Corr)     139.00     7357.0     7357.0    
Hold 18.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Hold for call.Queue.NumberInQueue           20616.     (Corr)     2603.0     38714.     38714.    
normal sonication and immersion.Queue.Numb   5.5014E-4 (Insuf)    .00000     1.0000     .00000    
Hold 15.Queue.NumberInQueue                 .99851     (Insuf)    .00000     1.0000     1.0000    
Match 6.Queue1.NumberInQueue                .04181     .00104     .00000     1.0000     .00000    
Match 6.Queue2.NumberInQueue                .00000     (Insuf)    .00000     1.0000     .00000    
dentures UV curing.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
crowns post cure.Queue.NumberInQueue        .00000     (Insuf)    .00000     .00000     .00000    
aligners brush.Queue.NumberInQueue          .00000     (Insuf)    .00000     .00000     .00000    
Adjustable Batch 2.Queue.NumberInQueue      1.8290     .04121     .00000     10.000     .00000    
Implanr examination 1.Queue.NumberInQueue   .03558     .00452     .00000     3.0000     .00000    
normal crowns 3DP.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Batch 1.Queue.NumberInQueue                 8.0000     (Insuf)    8.0000     8.0000     8.0000    
Hold 19.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
Batch 3.Queue.NumberInQueue                 .00000     (Insuf)    .00000     .00000     .00000    
Photographing.Queue.NumberInQueue           .00000     (Insuf)    .00000     .00000     .00000    
immediate fixtures 3DP.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
Match 3.Queue1.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Match 3.Queue2.NumberInQueue                8.0000     (Insuf)    8.0000     8.0000     8.0000    
immediate implant brush.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
aligners ultra sonic.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
join patient and crown.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
Hold 6.Queue.NumberInQueue                  .09001     (Corr)     .00000     4.0000     .00000    
Hold 1.Queue.NumberInQueue                  2.9644     .03102     .00000     13.000     .00000    
aligners thermoforming.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures base.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
3DP aligners.Queue.NumberInQueue            .00000     (Insuf)    .00000     .00000     .00000    
Batch 8.Queue.NumberInQueue                 9.0000     (Insuf)    9.0000     9.0000     9.0000    
3DP crown.Queue.NumberInQueue               .00000     (Insuf)    .00000     .00000     .00000    
dentures post cure.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
normal implant fixture polishing.Queue.Num  .02415      6.9122E-4 .00000     4.0000     .00000    
examination by orthodentics.Queue.NumberIn  .00000     (Insuf)    .00000     .00000     .00000    
immediate crown polish.Queue.NumberInQueue  .00000     (Insuf)    .00000     .00000     .00000    
join patient and fixture.Queue.NumberInQue  .00241      3.9632E-4 .00000     1.0000     .00000    
aligners post cure.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
immediate crowns 3DP.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
restoration.Queue.NumberInQueue             .00000     (Insuf)    .00000     .00000     .00000    
normal sonication and acid etched.Queue.Nu  .00140     (Insuf)    .00000     1.0000     .00000    
Batch 6.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
hold normal implant fixture.Queue.NumberIn   6.6335E-4 (Insuf)    .00000     2.0000     .00000    
scanning process.Queue.NumberInQueue        .04173     .00176     .00000     3.0000     .00000    
crowns brush.Queue.NumberInQueue            .00000     (Insuf)    .00000     .00000     .00000    
Hold 21.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
hold dentures teeth.Queue.NumberInQueue     3719.2     (Corr)     132.00     7350.0     7350.0    
implant post cure.Queue.NumberInQueue       .00000     (Insuf)    .00000     .00000     .00000    
Orthodentics Examination.Queue.NumberInQue  .02675     .00205     .00000     2.0000     .00000    
Implant examinatio 3.Queue.NumberInQueue    .02294     .00318     .00000     3.0000     .00000    
Implant examinatio 2.Queue.NumberInQueue    .00558     (Corr)     .00000     2.0000     .00000    
scanning2.Queue.NumberInQueue               .00128     (Corr)     .00000     1.0000     .00000    
Match 1.Queue1.NumberInQueue                805.78     (Corr)     105.00     1545.0     1545.0    
Match 1.Queue2.NumberInQueue                .00000     (Insuf)    .00000     .00000     .00000    
Denture installation.Queue.NumberInQueue    .00000     (Insuf)    .00000     .00000     .00000    
hold crowns.Queue.NumberInQueue             8556.0     (Corr)     1303.0     15745.     15745.    
hold aligners.Queue.NumberInQueue           4193.1     (Corr)     596.00     7786.0     7786.0    
Hold 20.Queue.NumberInQueue                 1.0000     (Insuf)    1.0000     1.0000     1.0000    
crowns polishing.Queue.NumberInQueue        .00000     (Insuf)    .00000     .00000     .00000    
Restoration Examination.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
norma implant post cure.Queue.NumberInQueu  .00000     (Insuf)    .00000     .00000     .00000    
3DP dentures teeth.Queue.NumberInQueue      .00000     (Insuf)    .00000     .00000     .00000    
sonication and acid etched.Queue.NumberInQ  .00109     (Insuf)    .00000     1.0000     .00000    
normal fixtures 3DP.Queue.NumberInQueue     .00000     (Insuf)    .00000     .00000     .00000    
Batch 4.Queue.NumberInQueue                 2.0077     (Corr)     .00000     5.0000     2.0000    

                                             COUNTERS

Identifier                                    Count   Limit
_____________________________________________________________

base LP resin order count                         0  Infinite
resin order count                                 0  Infinite
immediate_implant_count                           0  Infinite
denture_count                                     0  Infinite
restoration_count                                 0  Infinite
two_stage_count                                   0  Infinite
ortho_count                                       0  Infinite
A2 resin order count                              0  Infinite
grey resin order count                            0  Infinite
titanium order count                             36  Infinite

                                             OUTPUTS

Identifier                                   Value
_____________________________________________________________

Entity 1.NumberIn                           .00000    
Entity 1.NumberOut                          .00000    
immediate implant 1.NumberIn                .00000    
immediate implant 1.NumberOut               .00000    
Implant type 2.NumberIn                     18511.    
Implant type 2.NumberOut                    3443.0    
Implant type 1.NumberIn                     4605.0    
Implant type 1.NumberOut                    288.00    
patient.NumberIn                            36182.    
patient.NumberOut                           36182.    
dentures_patient.NumberIn                   21661.    
dentures_patient.NumberOut                  .00000    
Implant_patient.NumberIn                    7326.0    
Implant_patient.NumberOut                   7265.0    
two stage implant 2.NumberIn                .00000    
two stage implant 2.NumberOut               .00000    
orthodontics_patient.NumberIn               14383.    
orthodontics_patient.NumberOut              .00000    
restorative_patient.NumberIn                28877.    
restorative_patient.NumberOut               .00000    
post curing machine.NumberSeized            .00000    
post curing machine.ScheduledUtilization    .00000    
Restoration doctor 2.NumberSeized           7152.0    
Restoration doctor 2.ScheduledUtilization   .14807    
Restoration doctor 1.NumberSeized           7287.0    
Restoration doctor 1.ScheduledUtilization   .15127    
3DP.NumberSeized                            1453.0    
3DP.ScheduledUtilization                    .01335    
Scanner.NumberSeized                        37249.    
Scanner.ScheduledUtilization                .31371    
Denture doctor.NumberSeized                 7225.0    
Denture doctor.ScheduledUtilization         .24979    
orthodontist doctor.NumberSeized            7192.0    
orthodontist doctor.ScheduledUtilization    .29808    
polisher.NumberSeized                       7265.0    
polisher.ScheduledUtilization               .01506    
ultra sonic cleaner.NumberSeized            2906.0    
ultra sonic cleaner.ScheduledUtilization    .08032    
photographer.NumberSeized                   7192.0    
photographer.ScheduledUtilization           .07460    
Implant doctor.NumberSeized                 16869.    
Implant doctor.ScheduledUtilization         .32186    
UV machine.NumberSeized                     .00000    
UV machine.ScheduledUtilization             .00000    
Addmission Worker.NumberSeized              36182.    
Addmission Worker.ScheduledUtilization      .31255    
brush.NumberSeized                          .00000    
brush.ScheduledUtilization                  .00000    
Thermoforming machine.NumberSeized          .00000    
Thermoforming machine.ScheduledUtilization  .00000    
System.NumberOut                            .00000    


                                      ARENA Simulation Results
                                                  

                                  Summary for Replication 3 of 5

Project: Unnamed Project                                             Run execution date : 2/ 2/2022
Analyst: None                                                        Model revision date: 2/ 2/2022

Replication ended at time      : 26280.0 Hours 
Statistics were cleared at time: 2160.0 Hours (Tuesday, May 03, 2022, 00:00:00)
Statistics accumulated for time: 24120.0 Hours
Base Time Units: Hours

                                           TALLY VARIABLES

Identifier                                  Average   Half Width  Minimum    Maximum   Observations
___________________________________________________________________________________________________

tis_twostage_implant                            --         --         --         --          0
tis_immediate_implant                           --         --         --         --          0
time in laboratory                          9.7487     .06322     1.8448     10.964       1145    
tis_ortho_patients                              --         --         --         --          0
tis_restoration                                 --         --         --         --          0
tis_denture                                     --         --         --         --          0
Entity 1.VATime                                 --         --         --         --          0
Entity 1.NVATime                                --         --         --         --          0
Entity 1.WaitTime                               --         --         --         --          0
Entity 1.TranTime                               --         --         --         --          0
Entity 1.OtherTime                              --         --         --         --          0
Entity 1.TotalTime                              --         --         --         --          0
immediate implant 1.VATime                      --         --         --         --          0
immediate implant 1.NVATime                     --         --         --         --          0
immediate implant 1.WaitTime                    --         --         --         --          0
immediate implant 1.TranTime                    --         --         --         --          0
immediate implant 1.OtherTime                   --         --         --         --          0
immediate implant 1.TotalTime                   --         --         --         --          0
Implant type 2.VATime                           --         --         --         --          0
Implant type 2.NVATime                          --         --         --         --          0
Implant type 2.WaitTime                         --         --         --         --          0
Implant type 2.TranTime                         --         --         --         --          0
Implant type 2.OtherTime                        --         --         --         --          0
Implant type 2.TotalTime                        --         --         --         --          0
Implant type 1.VATime                           --         --         --         --          0
Implant type 1.NVATime                          --         --         --         --          0
Implant type 1.WaitTime                         --         --         --         --          0
Implant type 1.TranTime                         --         --         --         --          0
Implant type 1.OtherTime                        --         --         --         --          0
Implant type 1.TotalTime                        --         --         --         --          0
patient.VATime                                  --         --         --         --          0
patient.NVATime                                 --         --         --         --          0
patient.WaitTime                                --         --         --         --          0
patient.TranTime                                --         --         --         --          0
patient.OtherTime                               --         --         --         --          0
patient.TotalTime                               --         --         --         --          0
dentures_patient.VATime                         --         --         --         --          0
dentures_patient.NVATime                        --         --         --         --          0
dentures_patient.WaitTime                       --         --         --         --          0
dentures_patient.TranTime                       --         --         --         --          0
dentures_patient.OtherTime                      --         --         --         --          0
dentures_patient.TotalTime                      --         --         --         --          0
Implant_patient.VATime                          --         --         --         --          0
Implant_patient.NVATime                         --         --         --         --          0
Implant_patient.WaitTime                        --         --         --         --          0
Implant_patient.TranTime                        --         --         --         --          0
Implant_patient.OtherTime                       --         --         --         --          0
Implant_patient.TotalTime                       --         --         --         --          0
two stage implant 2.VATime                      --         --         --         --          0
two stage implant 2.NVATime                     --         --         --         --          0
two stage implant 2.WaitTime                    --         --         --         --          0
two stage implant 2.TranTime                    --         --         --         --          0
two stage implant 2.OtherTime                   --         --         --         --          0
two stage implant 2.TotalTime                   --         --         --         --          0
orthodontics_patient.VATime                     --         --         --         --          0
orthodontics_patient.NVATime                    --         --         --         --          0
orthodontics_patient.WaitTime                   --         --         --         --          0
orthodontics_patient.TranTime                   --         --         --         --          0
orthodontics_patient.OtherTime                  --         --         --         --          0
orthodontics_patient.TotalTime                  --         --         --         --          0
restorative_patient.VATime                      --         --         --         --          0
restorative_patient.NVATime                     --         --         --         --          0
restorative_patient.WaitTime                    --         --         --         --          0
restorative_patient.TranTime                    --         --         --         --          0
restorative_patient.OtherTime                   --         --         --         --          0
restorative_patient.TotalTime                   --         --         --         --          0
Admission.Queue.WaitingTime                 .00000     .00000     .00000     .00000      36183    
Batch 2.Queue.WaitingTime                   34.623     2.3566     .00000     180.00       1410    
normal implant brush.Queue.WaitingTime          --         --         --         --          0
Batch 7.Queue.WaitingTime                       --         --         --         --          0
sature.Queue.WaitingTime                    .10978     .01334     .00000     2.2546       1142    
implant fixture polishing.Queue.WaitingTim  .10000      5.0484E-4 .00000     .20000       1410    
normal crown polish.Queue.WaitingTime           --         --         --         --          0
sonication and immersion.Queue.WaitingTime  .00000     (Insuf)    .00000     .00000        282    
hold immediate implant crown.Queue.Waiting      --         --         --         --          0
hold immediate implant fixture.Queue.Waiti  1.0000     (Insuf)    1.0000     1.0000          5    
Dentures polishing.Queue.WaitingTime            --         --         --         --          0
Dentures Examination.Queue.WaitingTime      .04339     .00362     .00000     1.1936       7217    
join patient crown and fixture.Queue.Waiti      --         --         --         --          0
hold normal implant crown.Queue.WaitingTim      --         --         --         --          0
hold dentures base.Queue.WaitingTime            --         --         --         --          0
Hold 18.Queue.WaitingTime                       --         --         --         --          0
Hold for call.Queue.WaitingTime             12.479     .11151     2.9006     15.371       1145    
normal sonication and immersion.Queue.Wait  .00912     .00280     .00000     .34909       1157    
Hold 15.Queue.WaitingTime                   670.77     (Insuf)    595.00     771.00         36    
Match 6.Queue1.WaitingTime                  .89202     .00605     .67355     1.1536       1145    
Match 6.Queue2.WaitingTime                  .00000     .00000     .00000     .00000       1145    
dentures UV curing.Queue.WaitingTime            --         --         --         --          0
crowns post cure.Queue.WaitingTime              --         --         --         --          0
aligners brush.Queue.WaitingTime                --         --         --         --          0
Adjustable Batch 2.Queue.WaitingTime        7.7184     .07811     .00000     8.0000       5785    
Implanr examination 1.Queue.WaitingTime     .11028     (Corr)     .00000     2.5588       7241    
normal crowns 3DP.Queue.WaitingTime             --         --         --         --          0
Batch 1.Queue.WaitingTime                       --         --         --         --          0
Hold 19.Queue.WaitingTime                       --         --         --         --          0
Batch 3.Queue.WaitingTime                       --         --         --         --          0
Photographing.Queue.WaitingTime             .00000     .00000     .00000     .00000       7231    
immediate fixtures 3DP.Queue.WaitingTime    .00000     (Insuf)    .00000     .00000        282    
Match 3.Queue1.WaitingTime                      --         --         --         --          0
Match 3.Queue2.WaitingTime                      --         --         --         --          0
immediate implant brush.Queue.WaitingTime       --         --         --         --          0
aligners ultra sonic.Queue.WaitingTime          --         --         --         --          0
join patient and crown.Queue.WaitingTime        --         --         --         --          0
Hold 6.Queue.WaitingTime                    2.0455     .08102     .00768     3.9989       1063    
Hold 1.Queue.WaitingTime                    1.9895     .01497      2.4138E-4 3.9999      36168    
aligners thermoforming.Queue.WaitingTime        --         --         --         --          0
3DP dentures base.Queue.WaitingTime             --         --         --         --          0
3DP aligners.Queue.WaitingTime                  --         --         --         --          0
Batch 8.Queue.WaitingTime                       --         --         --         --          0
3DP crown.Queue.WaitingTime                     --         --         --         --          0
dentures post cure.Queue.WaitingTime            --         --         --         --          0
normal implant fixture polishing.Queue.Wai  .10000      1.2621E-4 .00000     .20000       5785    
examination by orthodentics.Queue.WaitingT      --         --         --         --          0
immediate crown polish.Queue.WaitingTime        --         --         --         --          0
join patient and fixture.Queue.WaitingTime  .05252     .00701     .00000     .51038       1145    
aligners post cure.Queue.WaitingTime            --         --         --         --          0
immediate crowns 3DP.Queue.WaitingTime          --         --         --         --          0
restoration.Queue.WaitingTime                   --         --         --         --          0
normal sonication and acid etched.Queue.Wa  .02528     .00771     .00000     .75000       1157    
Batch 6.Queue.WaitingTime                       --         --         --         --          0
hold normal implant fixture.Queue.WaitingT  1.0000     (Insuf)    1.0000     1.0000         18    
scanning process.Queue.WaitingTime          .02803      9.0991E-4 .00000     .60365      36163    
crowns brush.Queue.WaitingTime                  --         --         --         --          0
Hold 21.Queue.WaitingTime                       --         --         --         --          0
hold dentures teeth.Queue.WaitingTime           --         --         --         --          0
implant post cure.Queue.WaitingTime             --         --         --         --          0
Orthodentics Examination.Queue.WaitingTime  .08508     .00623     .00000     1.9047       7231    
Implant examinatio 3.Queue.WaitingTime      .09827     .01072     .00000     2.3616       5790    
Implant examinatio 2.Queue.WaitingTime      .09047     .01707     .00000     2.5082       1409    
scanning2.Queue.WaitingTime                 .02848     .00310     .00000     .24273       1142    
Match 1.Queue1.WaitingTime                      --         --         --         --          0
Match 1.Queue2.WaitingTime                      --         --         --         --          0
Denture installation.Queue.WaitingTime          --         --         --         --          0
hold crowns.Queue.WaitingTime                   --         --         --         --          0
hold aligners.Queue.WaitingTime                 --         --         --         --          0
Hold 20.Queue.WaitingTime                       --         --         --         --          0
crowns polishing.Queue.WaitingTime              --         --         --         --          0
